Name,Review,SkuInfo,Date,StarCount
Chancl.lim,"so many mask the string gave away..
wasted..",Color Family:Black,24 May 2022,1
S***.,Poor quality Mask....,Color Family:White,13 Jul 2022,1
Ng H.,very thin material even though when there is 4 layer as mention and look cheap material used.,Color Family:Black-50PCS,16 Jun 2022,1
LEONG K.,Too thin.......,Color Family:Grey,02 Jun 2022,1
Joana,Too thin,Color Family:White,26 May 2022,1
Karena,"buy 2 type of  mask, 1 RM7.90 & another 1 RM6.90. But when  received all same only 1 type,  no different at all? why should I pay more to getting the same mask?",Color Family:White,23 Mar 2022,1
J***.,"Very thin,  3 layer only not 4 layer.  Also they are made in China, not Korea as advertised.",Color Family:Black-50PCS,27 Aug 2022,1
*******282,,Color Family:Grey-50PCS,07 May 2023,1
Low L.,Very low quality,Color Family:Black-50PCS,15 Jul 2022,1
Pik K.,"I ordered 50 black , 50 white 
but seller send me all black .
quality x good",Color Family:Black-50PCS,12 Jul 2022,1
Allia M.,Doesnt match the video. Very poor quality,Color Family:Black-50PCS,25 Jul 2022,1
D***.,They quality is definitely inferior to my previous purchase on the same korean KF94,Color Family:Black-50PCS,11 Aug 2022,2
P***.,"poor quality, thin very thin, only 3 ply not 4 ply, made in China not same stated in advertisement.",Color Family:Black-50PCS,18 Oct 2022,2
Lee K.,The colour is not acceptable. Different from photo. When wear it got a smell like those old news paper smell.,Color Family:White Green,25 May 2022,2
CHUA W.,Ear strings broke down easily,Color Family:Black,10 Jun 2022,2
melanie S.,Super thin quality,Color Family:White,16 Jun 2022,2
姜宏 何.,,Color Family:White-50PCS,02 Sep 2022,2
1***1,,Color Family:White-50PCS,22 Aug 2023,2
D***l,product received in good condition and fast shipping. mask is low quality fabric and allergenic to nose.,Color Family:Black-50PCS,18 Mar 2024,2
Mohd S.,"order 100,dapat 90.. sabar je lh 😌",Color Family:Black-50PCS,30 Jun 2022,2
Sammy Y.,"This is my second purchase, but this time I am very disappointed, the product is not the right version, especially the white mask, which is very thin, like tissue, and the packaging is also different.",Color Family:Black-50PCS,10 Jan 2023,2
tay H.,toooo thin maak,Color Family:White,14 May 2022,2
Hazel A.,"material is too thin.. 
but ok still can wear for short non crowded area I believe.",Color Family:Matcha,23 Jun 2022,2
1***4,It came too late,Color Family:Black-50PCS,18 Sep 2022,2
Chua S.,"Quality so so,  white face mask is 4 layer, but Grey is only 3 layer",Color Family:Grey,30 Mar 2022,2
****0,Mask 3 ply bukan 4 ply. Upset 😔,Color Family:Black-50PCS,11 Apr 2023,2
1***4,Tali mudah putus .. kurang quality,Color Family:White,04 Apr 2022,2
0***8,received  in good condition but shorted 2pc black n 1pc white  order 50pc.,Color Family:Grey-50PCS,25 Jul 2022,2
LIM V.,quality thin n not very good but very fast delivery,Color Family:Dark blue-50PCS,30 May 2022,2
Vimesh G.,quality not good really,Color Family:White,31 Mar 2022,2
Jerita N.,very thin maybe 2 or 3 ply? Sorry no more repeat order,Color Family:White-50PCS,25 Jul 2022,2
loongwaihon,,Color Family:Black-50PCS,04 Oct 2022,2
Connie L.,"4ply, but is really different with my last purchase with other seller. So will not buy again with this seller.",Color Family:Black-50PCS,20 Jan 2024,2
ALAGIRI A.,not good condition,Color Family:Black,03 Jul 2022,2
Cindy O.,quality bad..very thin,Color Family:White-50PCS,15 Aug 2022,2
1***5,Each pack contain damaged mask. Kindly conduct proper check before shipping the package👍🏻,Color Family:Black,16 Jun 2022,2
LAM,Poor packing and all crumbled and poor quality.  come in different packing just to fulfill my order.  Very disappointed!,Color Family:Black-50PCS,18 Jul 2022,2
Lim J.,this mask very thin compare with other KF94 mask (just my opinion),Color Family:White-50PCS,14 Oct 2022,2
nabila,,Color Family:Black-50PCS,18 Nov 2023,2
Lee F.,quality thin not like normal kf94 mask but delivery fast.,Color Family:Grey-50PCS,02 Dec 2023,2
Khalil A.,The string around ears is very short. Probably for kids.,Color Family:Black-50PCS,20 Jul 2022,2
b***.,"This is only 70% protection, non-medical use",Color Family:Black-50PCS,23 Jul 2022,2
Tang P.,only get 9 pack,Color Family:Black-50PCS,02 Jan 2024,2
S***.,"Harga murah, kualiti rendah. Seller tipu bukan Made in Korea. Delivery pun terlalu lambat.",Color Family:White Green,10 May 2022,2
Lee F.,"this is the second time i ordered from this seller. It's very disappointed, the quality and colour totally different with the 1st time that i ordered. this is not Matcha colour. and the quality of the face mask is very thin.",Color Family:Matcha-50PCS,02 Dec 2023,2
L***.,Poorly packed. Masks packed in ziplock bags but the bags are not sealed. Can be opened up during delivery. Some masks are outside the bags when received. Unhygienic.,Color Family:Grey-50PCS,28 Jul 2022,2
Alice L.,Very thin,Color Family:White,31 May 2022,2
1***3,quite thin compared to another brand I've bought before not sure if got much protection.,Color Family:White,17 Jun 2022,2
Neena G.,"Product feels thinner than the usual kf94. Compared with the current kf94 we have and confirmed it’s thinner (image shown). Most individual packages are opened as opposed to sealed which can be sussed. We have the exact same individual pack and it has a tear off slip, but these newly ordered ones do not have tear off slips on theirs, making it seem suspicious if it comes from different manufacturer even though same packaging. 

Delivery is good, slight delay due to labour day and raya, but product itself is a bit disappointing (if one likes thicker masks).",Color Family:Black,06 May 2022,2
Woo J.,No good,Color Family:Black-50PCS,18 Jul 2022,2
Cheng Y.,,Color Family:White-50PCS,25 Sep 2023,3
Jo C.,fast delivery but packaging not same as the image given.,Color Family:Grey-50PCS,15 Jul 2022,3
J***.,"qfast delivery, q
uality ok",Color Family:White-50PCS,18 Nov 2023,3
SIMMONS L.,"when received parcel, saw the packing is open",Color Family:White,19 Mar 2022,3
姜宏 何.,品质越来越差，以后都不会在这里订购了,Color Family:White-50PCS,29 Dec 2022,3
zainuren B.,tak kemas. longgar,Color Family:Black-50PCS,27 Jun 2022,3
Kenny B.,good product,Color Family:Black,14 Jun 2022,3
jimmy N.,"barang sampai dengan selamat.fast delivery juga,tapi mask nipis",Color Family:White,20 May 2022,3
sharrul R.,agak nipis,Color Family:Black,31 Mar 2022,3
G.maran,"Received fast,but mask quality very thin",Color Family:Dark blue-50PCS,15 Jan 2024,3
T***.,"Item receive in good condition, just that the quality is quite thin.",Color Family:White,16 Jun 2022,3
Atijah,,Color Family:White-50PCS,01 Nov 2022,3
lai B.,,Color Family:White-50PCS,17 Oct 2023,3
Liew C.,"Received it yesterday, nicely pack when opened it found all pack and seal nicely, checked the mask all in good condition.",Color Family:White-50PCS,30 Sep 2022,3
Liqin1122,Very thin,Color:Black,29 Apr 2022,3
V***.,"size small, quality not that good, the string easily broken.",Color Family:Black,27 May 2022,3
Hasmah B.,Normal,Color Family:White,07 Jun 2022,3
9***0,,Color Family:Rose Gold-50PCS,23 Jan 2024,3
C***.,Super thin material. This is not the original Korea KF94.,Color Family:Black-50PCS,16 Jul 2022,3
Leong C.,mask nipis,Color Family:Black-50PCS,29 Jul 2022,3
Kassey K.,much much more thinner the mask!,Color Family:Black-50PCS,04 Dec 2023,3
J***.,"very thin, seems like not 4 ply",Color Family:Grey-50PCS,27 Jul 2023,3
Vijaya S.,"Received in good condition. The pack is written in Korean language, but it's actually made in China. It's thinner than normal KF94 mask as this is a 3ply mask...and not a 4ply mask.",Color Family:Grey-50PCS,25 Jul 2022,3
AngChuanKim,,Color Family:Black-50PCS,02 Jul 2023,3
Karen S.,,Color Family:White-50PCS,20 Sep 2023,3
T***.,"slightly small, very thin material. That's the quality foe the price.",Color Family:White,02 Jun 2022,3
D***.,Too thin,Color Family:White,11 Jun 2022,3
CL,Items received in good condition but short of 10pcs as I bought 100 pcs. I get 90 pcs only.,Color Family:White-50PCS,28 Jul 2022,3
l***.,not 4ply,Color Family:Black-50PCS,29 Jul 2022,3
0***6,This time  ear loop is a bit too tight when compared to previous one,Color Family:White-50PCS,07 Jul 2022,3
9***0,,Color Family:Grey-50PCS,23 Jan 2024,3
limrenxin,so tight,Color Family:White-50PCS,07 Jul 2022,3
1***7,thin，small,Color Family:Grey,18 Apr 2022,3
Mr L.,So far the product,Color Family:White-50PCS,31 Aug 2022,3
Haire Z.,"courier juz delivered my package... shipping boleh dikirakan lambat sedikit drpd sellers lain... Dapat Grey masks tali dia warna putih, dalam picture tali warna hitam... total masks pun ada yg kurang....",Color Family:Black-50PCS,20 Aug 2022,3
C***.,,Color Family:Rose Gold-50PCS,25 Sep 2023,3
C***.,"It’s okay,  it gives some for of protection,  although realise that the a quite thin .  Delivery took forever ,  almost a month.   Did not respond to chats.  

Overall just good Allie for money",Color Family:White-50PCS,17 Jan 2024,3
f***.,,Color Family:Rose Gold-50PCS,29 Aug 2022,3
Jacky Y.,"Mask strap is very easy to snap. Delivery was super lousy! Arrived in KL from Johor in 1 day, but took another 3 more days to deliver to my house in KL! Come on J&T, pls buck up! It's not like I'm staying in a jungle! Can't you deliver on the next day?",Color Family:White,08 Jul 2022,3
LeeLee K.,matcha color not same as picture,Color Family:White-50PCS,08 Jul 2022,3
jacklam,Same as photo but very thin,Color Family:Black-50PCS,07 Jul 2022,3
yog N.,,Color Family:Black-50PCS,31 May 2024,3
Anthony B.,Rough material. Expected a softer version.,Color Family:Black-50PCS,06 Dec 2023,3
玉兰 李.,不錯,Color Family:White-50PCS,12 Nov 2022,3
fs T.,Color very different from seller's photo. Will not buy again,Color Family:Rose Gold-50PCS,03 Sep 2022,3
1***0,"Great design, love it!,",Color Family:Black-50PCS,10 Jan 2024,3
Meilin Y.,,Color Family:Dark blue-50PCS,18 Apr 2024,3
Elice L.,A bit slow delivery,Color Family:Black,24 Jun 2022,3
amanda,,Color Family:Black-50PCS,09 Aug 2022,3
Esther T.,If thicker is better,Color Family:White-50PCS,13 Dec 2022,3
1***9,order 100 white colouf mask..received 50 white and 50 black. The black one easily torn( ear loop string),Color Family:Black,19 Jun 2022,3
SOH L.,Received in good conditions and thanks for the free gifts mask,Color Family:Black-50PCS,16 Sep 2022,3
MOnica L.,quality soso,Color Family:White,03 Jun 2022,3
Bella,ok,Color Family:Black-50PCS,11 May 2023,3
irene L.,,Color Family:Black-50PCS,29 Sep 2022,3
Chu C.,,Color Family:Black-50PCS,29 Sep 2023,3
Chu C.,not good,Color Family:Grey-50PCS,09 Oct 2022,3
J***.,"Very thin, seems like not 4 ply",Color Family:White-50PCS,27 Jul 2023,3
Winnie L.,"Feels like abit small. Quite tight. 
Delivery speed also moderate. 
Price is cheap.",Color Family:White,25 Apr 2022,3
Sim Y.,Packing different from photos,Color Family:White,13 Apr 2022,3
Nor A.,brg sampai dgn selamat cuma penghantaran brg terlalu lambat,Color Family:Black,09 May 2022,3
Dragon R.,Actual products are acceptable. But lots can be improved for the packaging.,Color Family:Black-50PCS,20 Aug 2022,3
G.maran,"Received fast, the mask quality very thin",Color Family:Black-50PCS,15 Jan 2024,3
Hor M.,Too small,Color Family:White-50PCS,04 Jul 2022,3
Tee,,Color Family:Black-50PCS,10 Sep 2023,3
Norhayati A.,fast delivery tp nipis,Color Family:Black,27 Apr 2022,3
L***.,不会很好,Color Family:Grey-50PCS,14 Jul 2022,3
H***.,Quite thin and the quality doesn’t look good. The ear hook straps are easily detached or snapped.,Color Family:Matcha-50PCS,19 Oct 2022,3
Wanlee,,Color Family:White-50PCS,10 Jan 2023,3
Rafidah I.,,Color Family:White-50PCS,18 Oct 2022,4
JENNY T.,,Color Family:White-50PCS,14 Jul 2022,4
onewan K.,mask received..fast delivery and quality is ok lah ..boleh pakai jet. thanks 😊,Color Family:Black-50PCS,14 Jul 2023,4
Farial A.,,Color Family:Black,10 Jun 2022,4
Lee K.,,Color:White,16 Mar 2022,4
Alex L.,quality not great. but price is cheap.,Color Family:Black-50PCS,14 Jul 2022,4
YH T.,,Color Family:Black,20 May 2022,4
Ayesha J.,"the product is good, just a little thinner than expected. it is a 4-ply. there are 2 layers of the white layer. shipping took a very long time. overall it's okay.",Color Family:Black,23 May 2022,4
NORIZZAH H.,,Color Family:Black,14 Apr 2022,4
Lydia,Bought 10 pkt but only received 9 pkt,Color Family:Black,10 May 2022,4
YX,Hope the packaging can be improved to provide more sealing and sanitary.,Color Family:White-50PCS,23 Jul 2022,4
Joanne L.,,Color Family:White,18 Jun 2022,4
0***8,,Color Family:White-50PCS,26 Aug 2022,4
P***.,感觉有点小size,Color Family:Black-50PCS,12 May 2023,4
A***.,,Color Family:White,17 Jan 2024,4
I***.,,Color Family:Black,24 May 2022,4
M***.,,Color Family:White-50PCS,22 Jul 2022,4
Fann C.,"the courier man just put the parcel on the pillar of my main door where expose to the sun and rain.  unluckyly I went to holidays for 3 days and nobody at home.  so the parcel was exposed to the sun and rain for 3 days.  the courier man also didn't call me when he delivered the parcel,  poor service.",Color Family:White-50PCS,30 Aug 2022,4
Chan C.,,Color Family:White-50PCS,15 Jan 2024,4
M***.,"Item received in good condition. Tested and found the ear loops feel a bit tight after using for an hour plus, and the metal piece for the nose gets uncomfortable.",Color Family:Black-50PCS,12 Aug 2022,4
Yannis C.,,Color Family:White,13 May 2022,4
Tan C.,,Color Family:White,22 Apr 2022,4
1***9,,Color Family:Black-50PCS,18 Sep 2022,4
Tan G.,Not as thick as I had expected,Color Family:Grey-50PCS,14 Jul 2022,4
Lee P.,"Quality ok, original",Color Family:White-50PCS,20 Dec 2023,4
Maypuishi,,Color:Black,09 May 2022,4
9***0,,Color Family:Black-50PCS,23 Jan 2024,4
Stephanie C.,,Color Family:Black,09 Jun 2022,4
TAN P.,price cheaper but thinner layer,Color Family:White,13 May 2022,4
Leong C.,,Color Family:Black,26 Apr 2022,4
1***1,good,Color Family:White-50PCS,22 Nov 2023,4
*******309,,Color Family:Black,01 Jul 2022,4
HENG N.,,Color Family:Black-50PCS,21 Jul 2023,4
norol E.,The product is received in appropriate condition & quantity.,Color Family:White-50PCS,20 Oct 2023,4
Noor A.,,Color Family:Black-50PCS,24 Jun 2022,4
Lim R.,,Color Family:Grey-50PCS,12 Aug 2022,4
1***3,,Color Family:White-50PCS,15 Jul 2022,4
C***.,,Color Family:Black,28 May 2022,4
ching W.,黑色和白色的口罩竟然不是同一个牌子的，奇怪!,Color Family:Black-50PCS,13 Jan 2023,4
Lim,,Color Family:White-50PCS,26 Jul 2023,4
YH T.,,Color Family:Matcha-50PCS,28 Jul 2023,4
A***.,ok,Color Family:White Green,19 May 2022,4
dalia D.,,Color Family:White,26 Apr 2022,4
Chee C.,,Color Family:Rose Gold-50PCS,13 Sep 2022,4
1***7,"I ordered 250pcs of white mask, but only received 200pcs. I wanna asked for refund but unable to submit🙄",Color Family:White,09 Jun 2022,4
S***.,received in good condition But take long time for the delivery (3weeks plus),Color Family:White,12 May 2022,4
0***9,,Color Family:Black-50PCS,19 Sep 2022,4
Genesis L.,,Color Family:Dark blue-50PCS,21 Jun 2024,4
Kee,这是我第二次买，我姐说很薄。,Color Family:Rose Gold-50PCS,11 Nov 2022,4
yeo K.,,Color Family:Black-50PCS,19 Sep 2023,4
*******712,,Color Family:White,06 May 2022,4
JESSIE,,Color Family:Black,12 Jun 2022,4
Ivy L.,,Color Family:White-50PCS,22 Aug 2023,4
Andyz,,Color Family:Black-50PCS,14 Nov 2022,4
Sarah N.,,Color Family:Grey-50PCS,26 Sep 2022,4
Joenne J.,,Color Family:White-50PCS,28 Jan 2023,4
wong P.,good,Color Family:White,11 Jun 2022,4
RICKY M.,,Color Family:White,16 Jun 2022,4
kang C.,,Color Family:Black,24 Apr 2022,4
Vasugi R.,"received within 2 weeks. Overall the quality is okay, quite thin layer than i expect",Color Family:Grey,13 Jun 2022,4
Wong C.,,Color Family:Black,21 May 2022,4
liyana C.,,Color Family:Grey,23 May 2022,4
Gim L.,,Color Family:White-50PCS,02 Jul 2022,4
Stewart L.,"Only 10 pcs. Normal usual KF94. With worst of pandemic over, masks are going cheap. Suppliers try to clear stocks before no demand? Matcha coloured with black loops - nice. More a matter of fashion & colour!",Color Family:Matcha-50PCS,01 Jul 2022,4
A***.,Finally received this order. Take few weeks to receive it. Good value for money.,Color Family:White-50PCS,17 Jan 2024,4
Hari P.,,Color:White,30 May 2022,4
CK L.,,Color Family:Black,15 Jul 2022,4
Rahimi B.,,Color Family:Grey-50PCS,18 May 2022,4
Diong L.,Good,Color Family:White-50PCS,07 Feb 2023,4
Candy S.,,Color Family:White,27 May 2022,4
lawphengkoon,,Color Family:Grey-50PCS,25 Jul 2022,4
A***.,Slightly thinner than usual mask. Can’t ask for more with the price I am paying. Will only used this as external 2nd layer of mask. Can’t rely just on this alone because it’s too thin,Color Family:Black,09 Apr 2022,4
chan K.,,Color Family:White,07 Jun 2022,4
1***0,,Color Family:Grey-50PCS,14 Jul 2022,4
W***.,"Fast shipping.

I rate it 4 stars because the mask seems to be thin.",Color Family:Grey-50PCS,23 Jul 2022,4
Andrew O.,,Color Family:Black-50PCS,29 Jun 2022,4
Hansom Q.,,Color Family:Grey,03 Jun 2022,4
Saidi,,Color Family:Hitam,27 May 2022,4
Raimah B.,,Color Family:Black-50PCS,29 Aug 2022,4
Ong T.,"Very thin. Claimed to be from Korea, but they are made in China",Color Family:Black-50PCS,30 Aug 2022,4
Cheah L.,,Color Family:White,09 May 2022,4
Lai S.,,Color Family:Black-50PCS,29 Jun 2022,4
K***.,not original. very thin type,Color Family:White,03 May 2022,4
1***3,received in good condition. no complain. ok,Color Family:Black-50PCS,12 Sep 2022,4
J***.,"good product, truly 4 layers, fit for face mask use, i give 4 stars mainly due to very slow and poor delivery from courier Flash My. it was kept for 2 weeks in Klang sortation center. Lazada shouldn't use Flash anymore, all their shipments are slow and poor",Color Family:White,09 Jun 2022,4
1***8,,Color Family:Grey-50PCS,22 Jul 2022,4
seawfoon,,Color Family:Dark blue-50PCS,20 Nov 2023,4
thing S.,,Color Family:White-50PCS,09 Jul 2022,4
wong L.,"-Purchased on 9/8 and received on doorstep on 13/8,
-well pack and 10 pcs per pack 
-yet to try Purchased for spare",Color Family:White-50PCS,14 Aug 2022,4
Jade,3ply only not 4 ply....😓😓,Color Family:Black,10 Jun 2022,4
Philips T.,good,Color Family:White-50PCS,14 Oct 2022,4
K***.,"delivery takes time, Well received in good condition, good packaging but less 1pkt of face mask maybe they count in the free gift also",Color Family:White,03 Jun 2022,4
Khairul F.,,Color Family:Black,02 Jun 2022,4
wong C.,,Color Family:White-50PCS,28 May 2023,4
m***.,,Color Family:Black-50PCS,09 Jul 2022,4
J***.,not tried yet,Color Family:Grey-50PCS,14 Jan 2023,4
Asmah B.,,Color Family:Grey,26 Apr 2022,4
Winnie K.,,Color:White,23 May 2022,4
Jane L.,,Color:Black,15 May 2022,4
0***3,,Color Family:White-50PCS,12 Jul 2022,4
KEE L.,,Color Family:Grey,21 Mar 2022,4
Leong Y.,,Color Family:Grey,29 Apr 2022,4
Abd A.,Sederhana je.,Color Family:Black-50PCS,26 Sep 2023,4
LIM T.,,Color Family:Grey-50PCS,15 Jul 2022,4
Lye P.,,Color Family:White-50PCS,29 Aug 2022,4
Eva H.,,Color Family:White,15 Jun 2022,4
MOHD Z.,,Color Family:Grey-50PCS,25 Jul 2022,4
Yvonne,,Color Family:Grey,26 May 2022,4
hisyamuddin B.,,Color:Black,17 May 2022,4
Fiona L.,,Color Family:White,28 Apr 2022,4
9***0,,Color Family:White-50PCS,23 Jan 2024,4
Sharon C.,,Color Family:Black-50PCS,13 Jan 2023,4
1***1,good,Color Family:Black-50PCS,22 Nov 2023,4
L***.,"The material is soft but the white colour is too thin compare to black. However, it fits my daughter’s face perfectly. It is worth the price👍🏻",Color Family:White-50PCS,02 Jul 2022,4
Kwok C.,Quality is maintained.,Color Family:White-50PCS,28 May 2023,4
lee P.,,Color Family:Black-50PCS,26 Nov 2022,4
Joan L.,Delivery fast,Color Family:Grey-50PCS,09 Apr 2022,4
ng J.,product delivery but not inform keep overnight outside.,Color Family:Black-50PCS,18 Oct 2022,4
Li C.,thin,Color Family:White,11 May 2022,4
E***.,"The material is a bit rough, but you get what you pay for. fair enough.",Color Family:Rose Gold-50PCS,12 Nov 2022,4
Gaik H.,,Color Family:Grey-50PCS,12 Jul 2022,4
Caroline T.,received in good order. feels thinner than another Korean brand but acceptable. will update after use.,Color Family:Black,13 May 2022,4
chongmeiyar,,Color Family:White-50PCS,03 Aug 2023,4
Kee,出货有点慢，口罩还可以。,Color Family:Grey-50PCS,17 Sep 2022,4
Chew P.,,Color Family:Dark blue-50PCS,26 Jun 2023,4
Wong C.,,Color Family:White-50PCS,21 Sep 2022,4
siew L.,"A bit thin, 3 layers only",Color Family:White-50PCS,28 Nov 2022,4
Snow N.,,Color Family:Black,01 Jun 2022,4
*******896,short of three packs of masks,Color Family:Black-50PCS,12 May 2023,4
T***.,,Color Family:White-50PCS,14 Jun 2022,4
Gina L.,,Color Family:Grey,16 Nov 2023,4
Crystal,,Color Family:White-50PCS,15 Sep 2022,4
Mazlina M.,,Color Family:Black-50PCS,16 Dec 2022,4
Agnes L.,ok use,Color Family:White-50PCS,12 Mar 2024,4
Shum K.,,Color Family:Black-50PCS,16 Nov 2022,4
Pearl L.,Thin layer and also a little bit small for adult.,Color Family:White,20 Jun 2022,4
chow Y.,,Color Family:White-50PCS,29 Nov 2023,4
AMY T.,Good,Color Family:White-50PCS,14 Aug 2023,4
Ed K.,"安全到达😊
发货很快😊
送货也很快，从柔佛到吉隆坡只需两天时间到达。🙂
只是寄货员放下东西没打电话过来然后就发个照片过来当证明。有点不好。😑😑😑😑",Color Family:White-50PCS,02 Jul 2022,4
Rafidah I.,,Color Family:Grey,29 Apr 2022,4
MD E.,,Color Family:Black-50PCS,05 Sep 2022,4
foo C.,,Color Family:White,22 Apr 2022,4
Leong C.,,Color Family:Black,26 Apr 2022,4
Leow L.,received in good condition and thank you seller,Color Family:White,09 May 2022,4
Geit K.,,Color Family:White-50PCS,27 Aug 2022,4
1***3,product received👍,Color Family:White-50PCS,30 Aug 2022,4
Connie3977,,Color Family:Black,13 Jun 2022,4
*******214,Terima kasih kerana produk memenuhi keperluan yang dikehendaki iaitu selesa dipakai dan berkualiti.,Color Family:Black-50PCS,15 Jan 2024,4
holingvia,,Color Family:Matcha-50PCS,13 Jul 2022,4
Husin,barang cantik puas hati,Color Family:Black-50PCS,05 Sep 2022,4
ching W.,口罩品质应该没有问题，已经是N次购买，就是送货的有问题，随便把东西丢在地上。,Color Family:Black-50PCS,24 Nov 2023,4
Rosnani,,Color Family:Black-50PCS,13 Aug 2022,4
Chong S.,the face mask seem thin. suspect quality.,Color Family:Grey-50PCS,27 Jul 2022,4
Chu C.,,Color Family:Grey,20 Jun 2022,4
K***.,good price but a bit thin compare to the exact same item I bought before,Color Family:White-50PCS,13 Apr 2024,4
L***.,,Color Family:White-50PCS,22 Apr 2022,4
0***4,,Color Family:Black-50PCS,30 Jul 2022,4
chailing,,Color Family:Black-50PCS,23 Jul 2023,4
Liang I.,,Color:Grey,14 May 2022,4
Kong T.,,Color Family:White-50PCS,03 Nov 2022,4
Goh B.,,Color Family:Matcha-50PCS,28 Jun 2022,4
P***.,Ok not bad,Color Family:Black-50PCS,17 May 2023,4
1***6,,Color Family:White-50PCS,09 Sep 2022,4
Jas J.,,Color Family:White-50PCS,10 May 2022,5
Glass C.,,Color Family:Grey,10 Nov 2022,5
