Name,Review,SkuInfo,Date,StarCount
Mickey C.,so angry with this seller.... i didn't order that colours and sent me that... 😡😡😡😡😡😡😡😡😡😡 service no good... dun buy from this seller... so cheap also dun buy from here...,Color Family:White,16 Apr 2022,1
APPLE,lapisan sangat  nipis 🤣no good,color_family:White,29 Oct 2022,1
E***r,No quality,Color Family:Purple,18 Jun 2022,2
1***3,bagus,Color:Black,17 Apr 2022,2
Nurfarhana,terlalu nipis....berbaloi la dgn hg nye...penghantaran lambat sgt,color_family:Hitam,09 Nov 2022,2
JESSICA L.,So many defect mask with missing ear loop.,Color Family:Black,30 Apr 2022,2
Muhammad J.,"Penghantaran untuk tempatan je pun banyak lambat 👎
Paket di terima sesuai order",Color Family:Navy Blue,19 Jul 2022,2
Aiman H.,,color_family:BlackPattern20PCS,22 Oct 2022,2
R***.,terlalu nipis,Color:Black,23 Jan 2022,2
Joe T.,"2nd purchase from this shop. But the mask quality was different. 1st purchase was thick, but this time the mask is very thin... The mask's quality are totally different for my 2 time purchase",Color Family:Grey,30 Jun 2022,2
Dannia M.,,color_family:Grey,10 Nov 2023,2
John O.,我明明订购20包，但是到货了只有19包，无法给好评！（少白色一包）,color_family:Black,18 Nov 2022,2
Nazrey,defective,color_family:GreyPattern20PCS,30 Sep 2022,2
Quinn L.,,color_family:White,12 May 2023,2
Hain T.,"Terima barang dgn cepat,  lapisan kain agak nipis dibanding dgn pembelian dahulu.",color_family:White,16 Aug 2022,2
Chang K.,"order 15, only get 10
I only used the first pack and 3 of them were broken.",color_family:Black,30 Oct 2022,2
Guan L.,colournya tidak sama dengan yang di order,Color Family:Navy Blue,18 Jun 2022,2
Kelvin C.,"received item short 1 pack for green colour, I order 5 color each colour 5 pack but green colour come in 4 pack only..",Color Family:Navy Blue,09 Jun 2022,2
Norafzalina R.,"order 3pack,,sampai dpat 2pack sahaja",Color:Black,27 Jan 2022,2
Lydia T.,dark red become pink😔,Color:Navy Blue,23 Apr 2022,2
Tee G.,some package less than 10 pcs,color_family:Headloop Black,13 Apr 2023,2
kua L.,Color not as advertised. it's darker,Color Family:Grey,02 Mar 2022,2
faizah,aku Oder banyak knpe pos 1 jenis je,color_family:RedPattern20PCS,01 Feb 2023,2
Lam C.,"Fast delivery! Maybe order too many colors, less one pack(Blue).By the way, Thanks everyone with this deal!",color_family:Navy Blue,08 Jul 2023,3
*******300,,color_family:Pink,18 Jun 2023,3
1***5,fast shipping. Purchase 50packs but miss two packs😅口罩有一点难闻的味道 但是还在接受度范围,color_family:Black,07 Nov 2023,3
Kris C.,收到货物很开心，但我购买的是黑色和深蓝色，做么变成浅蓝色呢！😂,Color:Navy Blue,20 Dec 2021,3
L***W,ordered white colour but receive black colour,color_family:White,01 Oct 2022,3
Richard O.,,color_family:Careion 3D White,18 Apr 2023,3
Emily W.,,color_family:Yellow,18 Feb 2023,3
N***.,Nipis gila and ada bau. Warna pun tompok2. Padan la dengan harga.,color_family:Black,13 Aug 2022,3
Shurratul K.,😌,Color Family:Black,28 Dec 2021,3
Hon L.,"order  dark  blue  colour,received  black colour.",Color Family:Navy Blue,29 May 2022,3
*******898,It's unbelievable that seller sent  me short of 1 item out of only 20 I ordered.. I can only assume that it's done intentionally. The mask is only 3ply and not 4ply as advertised and felt cheated by seller. I forgo my claim as the process is troublesome and its cost is minimal. The courier service really suckered and Lazada should ensure that buyers deserve better delivery service.,Color Family:Purple,04 May 2022,3
Jessica H.,,color_family:Hitam,17 Feb 2023,3
A***.,"rasanya tak pilih yg random pattern yg happy new year....pilih random pattern yg bercorak² cam kain tu....hentahla labuuu, maybe nak hbiskan stok yg ada...apa² pun murah dah tq saller.",color_family:Random Pattern,22 Mar 2023,3
J***.,Mask earloop is white which is different than photo. Disappointed.,Color Family:Navy Blue,13 Jul 2022,3
WOON S.,no conment,Color Family:Black,09 Jun 2022,3
Stephanie A.,"Ordered on 3rd May, received on 8 May 2023.
The masks are with thin material.

The light green color is not the same as photo showed. It is striking apple green instead of light green. I don't like it.

The packing of 2 pkts of yellow color masks were tear off as the packaging was tear off at the middle.",color_family:Light Brown,08 May 2023,3
Solehah N.,ok,Color Family:Black,24 May 2022,3
志勇 黄.,ok,color_family:Black,29 Jun 2024,3
Nylera,ok,color_family:Black,24 Nov 2022,3
Ain R.,"good product but i request for black and white, and i got both black 😌",Color Family:Black,20 May 2022,3
Meiling L.,,color_family:Navy Blue,19 Oct 2022,3
M S.,,color_family:Hitam,22 Jun 2023,3
J***.,The mask material is very rough & fibrous. Very uncomfortable to wear.,Color Family:Grey,28 Mar 2022,3
FARAH N.,expectation dapat soft pink tp striking pink. hmmm bole la,Color Family:Black,24 Jun 2022,3
Ang L.,Very Thin Material,color_family:Black,24 Mar 2023,3
Merry F.,Seemed some of the masks is thinner compared to previously purchased.,Color Family:Dark Salmon,22 Apr 2022,3
khairi,nipis je..ok la..kena pada harga..,Color Family:Dark Brown,16 Jun 2022,3
Lee C.,"smaller than previous purchase. 
different packing.",color_family:Navy Blue,09 Dec 2022,3
byyzura,Barang dh smpai. Penghantaran agak lama.,Color:Navy Blue,08 Dec 2021,3
S***.,"sampai dgn selamat, ambil msa around seminggu. kualiti mask berbeza even ada yg harga sma. ada mask yg bila pegang rasa tebal, ada yg nipis sikit, tp antara semua, warna putih plain yg paling nipis bila pegang. bila koyak mmg nampak 4ply pun tp nipis tak tau la knapa. utk warna light green tu, saya dpt yg mcm warna neon green, so tak tau la nak pkai ke tak yg tu 😂😂😂",color_family:Light green,10 Nov 2022,3
G***.,I doubt these are 4 layer masks...the mask so slim which can see through. there won't be repeat purchases.,Color Family:Light Blue,18 Dec 2021,3
G***.,parcel sampai dgn lubang. lebih dibuka. 2 masks kena curi. xpe....saya sedekah kan utk kamu.,Color Family:Green,15 Dec 2021,3
G***.,mask ni semakin hari semakin nipis...,Color Family:Navy Blue,15 Dec 2021,3
Richard O.,,color_family:Black,18 Apr 2023,3
joel,Delivery fast but quality this time is not good inside nose pin is moveable ..,color_family:Purple,06 Feb 2023,3
syima H.,ada 1 pack tu dalamnya 9 pcs je kat plastik tulis 10 pcs ☹️,Color Family:Black,15 Jan 2022,3
Koo K.,,color_family:Black,16 Dec 2022,3
Woo K.,beli tiga puluh barang semua sama🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,color_family:Kid Ramdom Pattern,24 Jun 2023,3
Wong L.,Items received not as per order,Color Family:Black,06 Apr 2022,3
Norhidayat C.,"Pink black and grey colour is acceptable but the blue one is not navy blue 😓this is royal blue, not navy blue 😭so dissapointed",Color Family:Grey,11 Jan 2022,3
Yeow Z.,Packaging damaged. The whole black plastic broken and the bought items are exposed outside,color_family:Dark Salmon,10 Apr 2023,3
K***.,"For those who plan to buy, please think twice. 
written as 4 layers but actually only 3 layers.

the mask is thinner than all the KF94 masks that I have bought before from different sellers. decided to cut open and check, only 3 layers.",color_family:Red,18 Dec 2022,3
1***0,A little disappointed with the quality of products; very thin layer.,Color Family:Navy Blue,20 Apr 2022,3
vivian W.,,color_family:Black,24 Jul 2023,3
1***9,saya order colour lain dpt colour lain...dh tu sapa yg nk pakai mask ni..aduh haiii lainkali kalau org order xde colour yg dia nk tu jgn le pandai pandai ubah yg lain..cancelkan je le,Color:Navy Blue,21 Apr 2022,3
Richard O.,,color_family:Black,18 Apr 2023,3
Richard O.,,color_family:Careion 3D White,18 Apr 2023,3
*******538,Good,Color Family:Pink,14 May 2022,3
I***.,No comment.,color_family:Black,31 Aug 2022,3
chun M.,,color_family:Grey,11 Mar 2023,4
1***8,,Color Family:Grey,19 Jul 2022,4
Joanne H.,,color_family:Pink,19 Aug 2022,4
Hon L.,,Color Family:Grey,29 May 2022,4
Allin,tq...,Color Family:Light Brown,31 Mar 2022,4
*******315,"value for money.
really nice product quality. 
consider second purchase.",color_family:Purple,16 Oct 2022,4
Ng K.,,Color Family:White,16 Nov 2021,4
Lucas L.,,Color Family:White,04 Dec 2021,4
J***.,Good product quality Good service provided by seller fast delivery service overall good,color_family:White,12 Jun 2023,4
Caman H.,,color_family:Careion 3D Black,26 Oct 2023,4
Tiffany,First of all the color is totally different from what was advertised n the material is quite rough. Personally i feel its more suitable for guys,Color Family:Dark Brown,15 Jun 2022,4
SUPARDY B.,Good mask. But some package are opened causing a dust fill inside it.,Color Family:Black,21 Dec 2021,4
Kam S.,,Color Family:Grey,02 Jun 2022,4
Jojo,,color_family:Purple,01 Mar 2023,4
er S.,OK，👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,Color Family:Light Brown,14 Jul 2022,4
Anna C.,,Color Family:White,23 Dec 2021,4
Agnes T.,"Price is very cheap but material like the price paid , very thin. So so only. Delivery very fast.",color_family:Purple,08 Mar 2023,4
Yana A.,Material vagus.. Penghntran cepat,color_family:Black,01 Dec 2022,4
Celine K.,包装没有放盒子,color_family:White,02 Nov 2023,4
Adelia A.,ne tak taw blom buka lagi,Color:Black,23 Feb 2022,4
Kassim B.,,color_family:Headloop Black,12 Dec 2022,4
*******373,,Color Family:Black,07 Dec 2021,4
Ng K.,,Color Family:White,16 Nov 2021,4
Zakaria I.,"Quality & quantity is okay.. But i ordered dark blue, they gave me gray..overall is okay",color_family:Pink,04 Mar 2023,4
J***.,,color_family:White,10 Oct 2022,4
A***.,"the delivery was fast, mask is good. not too thin not too thick.",color_family:White,10 Sep 2022,4
滈柅 刘.,,Color Family:Navy Blue,25 May 2022,4
Janice U.,"Fast delivery but some of the navy blue color mask & black color face mask have a bit of uneven Color’s. There rest of the Color’s like red, beige color is fine. Thanks seller & delivery staff",color_family:Navy Blue,04 Aug 2022,4
ktkoay168,,color_family:Black,01 Apr 2023,4
Yana A.,,Color Family:Black,26 Mar 2022,4
1***4,,Color:White,30 Nov 2021,4
m***.,Poor packaging,color_family:Black,16 Apr 2023,4
saw L.,"fast delivery, value to buy but don't know it's quality yet , hope it is useful",Color Family:Pink,15 Dec 2021,4
Joe T.,"Everything are good... Packaging, delivery time. BTW seller send me wrong colour. It was supposed to be mint green and dark red instead of fushia and apple green. But I will take it.",Color Family:Dark Red,25 Apr 2022,4
0***3,"Received on good 👍 condition.
Fast delivery 🚚 and 👍 packing.",Color Family:Light blue,06 Jul 2022,4
M***.,Average quality. But colour not bad.,color_family:Ombre Gradient,22 Aug 2022,4
HoPengHuat,,Color Family:White,13 Jan 2022,4
anna G.,,Color Family:Red,12 Jul 2022,4
翠萍 周.,14包黑色对了，可是深蓝色我定3包来到2包，还来多一包浅蓝色，是深蓝没了变浅蓝吗？其它的都对了～～～,Color:Navy Blue,09 Apr 2022,4
1***8,,Color Family:Black,14 Jul 2022,4
Mirza B.,,color_family:White,13 May 2023,4
M***w,Ordered on April 12. Seller shipped it out on April 14. I received all of them on April 17. I ordered all black color but they mixed one pack of White color.,color_family:Black,19 Apr 2023,4
0***7,ดีๆ,color_family:Yellow,27 Jan 2023,4
茵茵 黄.,,Color Family:Purple,08 Jan 2022,4
Jess L.,,Color Family:White,19 Nov 2021,4
*******898,,color_family:Light green,21 Sep 2022,4
Aniza A.,,Color Family:Black,14 Dec 2021,4
SY C.,,Color Family:Grey,09 Jun 2022,4
Rainie K.,"Shipping was fast, quantities is correct but quality is thin. Thks seller.",color_family:Kid Ramdom Pattern,04 May 2023,4
FION C.,"Fast delivery. Quality is satisfactory consider the price is cheap. The pictures shows the ear loop colour is same as the mask, but I received all ear loops are white colour. A bit disappointed that I want dark red and seller gave me shocking pink which I dare not use. 😅",color_family:Light Brown,22 Sep 2022,4
WONG S.,,color_family:Black,07 Oct 2023,4
滈***.,wrong colour but fortunately only bought 3 pack i want pink other colour is correct and received in good condition if finish the colour pls dont upload the colour that out of stock,color_family:Navy Blue,29 Apr 2023,4
SURIA K.,,color_family:Black,25 Jan 2024,4
Tee G.,,color_family:Black,24 Apr 2023,4
Sharon W.,,Color Family:Light green,16 Jun 2022,4
SG C.,,Color Family:Navy Blue,15 Dec 2021,4
S***n,,Color Family:Grey,02 Feb 2022,4
KY C.,quality masuk bagus  tapi bungkusan  plastik banyak pecah,Color Family:Red,14 Jul 2022,4
1***3,,color_family:Grey,10 Jun 2023,4
G***T,fast delivery. product received in good condition. price cheap can acceptable.,Color Family:White,24 Jan 2022,4
Ng K.,呼吸有点难,Color Family:Black,16 Nov 2021,4
Rozana,,Color Family:Dark Brown,04 Mar 2022,4
Jimmy Y.,,color_family:Black,11 Nov 2022,4
M***.,"Alhamdulillah, barang sudah sampai. Barang ok, cuma nipis skit, sesuai dg harga. Terima kasih seller & lazada.",Color:White,01 Jan 2022,4
F***a,"Nipis😅sesuai lah dengan harga huhu. Kena bukak check satu2 headloop ke earloop. Design lain2. Ada yg ada centre dkt hidung tu, ada yg takde🫠",color_family:Black,24 Mar 2023,4
Ann L.,,color_family:Black,16 Sep 2022,4
C***.,The packaging was open when I received it.,color_family:White,10 Jun 2024,4
Toh P.,,color_family:White,01 Dec 2022,4
H***i,,color_family:Black,25 Oct 2022,4
NG C.,Quality OK,color_family:Pink,21 Feb 2023,4
kua L.,ok,Color Family:White,25 Jan 2022,4
Jimmy Y.,,color_family:Red,16 Dec 2022,4
****5,the Colour wasn't exactly I expected but the product quality is acceptable .,color_family:Light green,14 Aug 2022,4
N***.,"........,......,....................... ............",Color Family:Black,26 Nov 2021,4
Wafaa R.,,Color Family:Dark Salmon,26 Mar 2022,4
C***n,,color_family:Pink,17 Nov 2022,4
Ngan,,color_family:Navy Blue,12 Jul 2023,4
M***.,"products not too bad, is cheap, slow delivery, hope is good to use",color_family:Black,27 Dec 2022,4
Phoo E.,,color_family:Black,22 Aug 2022,4
R***.,The masks look good but it's not 4ply because it's very thin. seems like 2ply only. The seller is very friendly and responds very fast. thank you,color_family:Black,06 Oct 2022,4
zehmani Z.,,Color:Black,16 Jan 2022,4
Ms,,Color Family:White,05 Jun 2022,4
Caman H.,,color_family:Black,26 Oct 2023,4
翠萍 周.,我收到货了，谢谢你，谢谢～我收到货了，谢谢你，谢谢～我收到货了，谢谢你，谢谢～我收到货了，谢谢你，谢谢～,Color Family:Black,06 Jun 2022,4
Monica S.,,Color Family:Light blue,13 Apr 2022,4
Leong Y.,,Color Family:White,27 Jan 2022,4
Irene S.,,Color:Light Blue,17 Dec 2021,4
joanlee,,color_family:Navy Blue,15 Dec 2023,5
D***.,Penghantaran laju. Ketebalan mask sederhana..x terlalu tebal n x terlalu nipis. Selesa dipakai. Tp seller hantar salah warna. Oder warna dark red tapi yang diterima warna shocking pink. Hopefully next oder seller will check properly before posted to customers. I've odered the masks several time but tis is the 1st time received different colour. tq seller👍,color_family:Light Brown,27 Aug 2022,5
gan L.,,color_family:Black,29 May 2024,5
Catherine T.,Good packing 💜💜,Color:Black,17 Dec 2021,5
F***.,"This is the second time to repurchase, the quantity is not too lessl, each package has a zip 👍",color_family:White,03 Sep 2022,5
Lily K.,,color_family:White,17 Jun 2023,5
tristin,,color_family:Black,24 Dec 2022,5
auni B.,,Color Family:Headloop Pink,16 Jun 2022,5
Shannon J.,,color_family:White,02 Apr 2023,5
PUTERI F.,,Color Family:White,09 Nov 2021,5
Sujatha S.,,color_family:Pink,07 Jun 2023,5
********756,,Color Family:White,19 May 2022,5
1***4,barang Oder dah sampai. tq seller...tq Lazada.,color_family:Hitam,14 Aug 2022,5
Eka L.,,color_family:Headloop Pink,31 Oct 2022,5
Fadzil,Satisfied,color_family:Black,14 Oct 2023,5
Tan P.,Parcel received,color_family:Black,14 Sep 2022,5
Cheryl L.,,Color Family:Dark Brown,13 Jul 2022,5
jomix S.,,color_family:Grey,19 May 2023,5
伟杰 冯.,,color_family:Black,03 Jun 2023,5
Kik L.,Very good and value for money. Each pack contains 10pcs of mask. I let my kids to bring 1 pack each to school.,color_family:Careion 3D Black,07 Jul 2023,5
Penny T.,,color_family:Black,13 Aug 2022,5
Chee C.,,color_family:Black,11 Nov 2022,5
Shafie O.,yang ni cukup je ....,Color Family:Navy Blue,09 Dec 2021,5
Woon C.,,color_family:Black,11 Jun 2023,5
n***.,,color_family:Headloop Pink,24 Oct 2023,5
Lalu T.,,Color:Navy Blue,01 Jan 2022,5
Vidiyanti,,color_family:Black,4  weeks ago,5
Chong S.,,Color Family:Light Brown,08 Jun 2022,5
Yong,,color_family:White,02 Nov 2023,5
Tee G.,,color_family:Black,07 Dec 2023,5
Ain F.,fast deliveryy cantikk purple nya smoothh jeee thank you sellerr then murahhh pasni leh repeat order lagii..borahaeeee!!!^_^,Color Family:Purple,03 Dec 2021,5
Haru C.,"Nice nice nice
Good good good
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",color_family:Black,03 Mar 2024,5
fong,,Color Family:Navy Blue,05 Jun 2022,5
C***.,"Received in good condition, thanks to seller will continue buying from this seller.",color_family:White,03 Oct 2023,5
TOMMY S.,,Color:Navy Blue,20 Dec 2021,5
CH0I Y.,,color_family:White,30 Mar 2024,5
Woon C.,,color_family:Careion 3D Black,02 Jul 2023,5
QasehQalisha,berbaloii.murahhh.berbaloii.murahhh..recommend  sangattt!!,Color:Black,14 Dec 2021,5
MAY C.,,color_family:Navy Blue,10 Jun 2023,5
susanti A.,👍👍👍👍👍👍,Color Family:Navy Blue,04 Jan 2022,5
K***.,,Color Family:Black,10 Mar 2022,5
masniza B.,tq,color_family:Headloop White,12 May 2023,5
N***.,,color_family:Headloop Purple,08 Dec 2023,5
E***.,"masks tu ok lah boleh pakai, barang dah sampai dengan Selamat, penghantaran pun laju, harga memang berpatutan 👍👍👍👍👍👍👍👍👍👍",Color Family:Pink,06 Feb 2022,5
Y***.,"well received, thank you seller.
the parcel delivery is faster.",color_family:Purple,30 Sep 2023,5
munirah,,color_family:White,12 Jun 2023,5
Kalijah M.,"supper...
like it.
will buy again",Color Family:Black,29 Jun 2022,5
Kelly Y.,,color_family:BlackPattern20PCS,10 Dec 2022,5
s***a,thank you seller thank you walaupun penghantaran agak lambat,Color Family:Black,18 Jun 2022,5
Chua S.,,color_family:Black,26 Aug 2023,5
norhayati,,color_family:Red,06 Oct 2023,5
j***i,,Color Family:Purple,15 Jun 2022,5
J***a,,color_family:Black,08 Oct 2022,5
Zana R.,,color_family:Purple,30 Nov 2023,5
0***4,,color_family:Magenta,19 May 2023,5
seelina,Fast shipping and delivery. Well packaging and received in good condition,color_family:White,21 Apr 2024,5
Yen-Ni C.,I really like the packaging and am also very satisfied with the mask,color_family:Navy Blue,22 Sep 2022,5
siva S.,,color_family:Black,18 Jun 2023,5
BC K.,,Color Family:Grey,18 Mar 2022,5
Fatin S.,,Color Family:putih,15 Jun 2022,5
M***.,,Color Family:Yellow,14 Jul 2022,5
norhayati,,color_family:Black,06 Oct 2023,5
Aung H.,,color_family:Black,26 Oct 2023,5
zamro A.,"good and useful, comfortable to wear with low price
thank seller n lazada",color_family:Careion 3D Black,07 Apr 2023,5
Aina A.,,Color:White,15 Dec 2021,5
Chai W.,,color_family:Pink,13 Feb 2023,5
manjeet S.,,color_family:Black,13 Sep 2022,5
saw C.,fast delivery..........good condition...........thanks,color_family:Grey,15 Oct 2022,5
masniza B.,"tq....
tq...........
tq..........
tq...................",color_family:Headloop Grey,30 Dec 2022,5
Saw Y.,,color_family:Black,17 Apr 2024,5
K***.,,Color Family:Dark Brown,13 Jul 2022,5
J***.,Good 👍,color_family:Black,03 Mar 2024,5
Wong S.,,color_family:White,30 Dec 2022,5
Teoh C.,first time purchase well packed and fast delivery keep continue supply with attractive price sure will repeat order again soon.,color_family:Black,17 Nov 2022,5
Lai S.,,color_family:Black,09 Dec 2023,5
L***.,"Barang di terima dlm keadaan baik, penghantaran pun ok, harganya pun ok, semuanya barang cukup.",Color Family:Dark Brown,11 Jul 2022,5
Tan P.,Good,color_family:Grey,02 Aug 2023,5
Foo N.,,color_family:Purple,29 Sep 2023,5
1***2,,color_family:Black,23 May 2024,5
Aiman H.,,color_family:Red,12 Dec 2023,5
*******768,,color_family:Black,03 Aug 2022,5
Hon L.,,Color Family:White,18 Jun 2022,5
TYY443,nice and fast delivery,color_family:White,26 Nov 2022,5
kumutharanasingam,,Color Family:Yellow,14 Jul 2022,5
K***.,,Color Family:Black,29 Apr 2022,5
zoe L.,,Color Family:Black,24 Jan 2022,5
l***5,,Color Family:Black,03 Jun 2022,5
tan C.,,color_family:Black,28 Oct 2023,5
Ng H.,,Color Family:hijau,15 Jul 2022,5
Lai K.,,Color Family:Light Blue,23 Dec 2021,5
Woon C.,,color_family:Careion 3D Black,02 Jul 2023,5
NORSHAHIDA B.,mask tebal helok...tq,Color:Navy Blue,23 Dec 2021,5
S***.,Fast delivery. Wrapping OK. Receive different color. Hopefully it able to protect.,color_family:Pink,31 Oct 2022,5
Nur H.,,Color Family:Headloop Darkblue,23 Apr 2022,5
C***.,Very fast delivery. Reliable and efficient seller. Good product quality. Will purchase again from seller.,Color Family:Grey,21 Dec 2021,5
siva,,color_family:Black,1  week ago,5
m***.,,Color Family:White,24 Feb 2022,5
*******712,,color_family:Black,29 Jun 2024,5
vivian T.,,color_family:Black,10 Dec 2023,5
Maleeka S.,,color_family:Purple,16 May 2023,5
Noor Z.,very fast delivery... tqsm,Color Family:Black,14 Dec 2021,5
*******033,收到了   谢谢,color_family:Black,14 Jun 2024,5
1***8,,Color:Pink,17 Dec 2021,5
CHOI S.,Good Good good Good good Good good Good good Good good Good good Good good Good good Good good,Color:Black,11 Apr 2022,5
ChinChin L.,"received with good condition.
shipment okay no concern 
not try yet.",color_family:Dark Red,17 Apr 2023,5
s***.,,color_family:Black,01 Jun 2024,5
Cheng L.,"Wonderful seller, good quality mask.
Delivery also awesome!
Bravo, pasti Success!, good job!",Color Family:Navy Blue,01 Jan 2022,5
EKAng,,color_family:Navy Blue,31 May 2023,5
cheng H.,,color_family:White,07 Jun 2023,5
